"file","specimen_uid","specimen_id","city","urbanity_code","urbanity","site_letter","site","location","species_code","species","side","wing","photo_rep","digit_rep"
"06-ZHRF-P-LF1.txt","ZH_R_F_06_P","06","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"06-ZHRF-P-LF2.txt","ZH_R_F_06_P","06","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",2,1
"06-ZHRF-P-RF1_rep.txt","ZH_R_F_06_P","06","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,2
"06-ZHRF-P-RF1.txt","ZH_R_F_06_P","06","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"06-ZHRF-P-RF2.txt","ZH_R_F_06_P","06","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",2,1
"06-ZHUA-P-LF1.txt","ZH_U_A_06_P","06","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"06-ZHUA-P-RF1.txt","ZH_U_A_06_P","06","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"06-ZHUC-P-LF1.txt","ZH_U_C_06_P","06","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"06-ZHUC-P-RF1.txt","ZH_U_C_06_P","06","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"07-ZHRE-P-LF1.txt","ZH_R_E_07_P","07","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"07-ZHRE-P-RF1.txt","ZH_R_E_07_P","07","ZH","R","Rural","E","ZH-E","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"07-ZHUC-P-LF1.txt","ZH_U_C_07_P","07","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"07-ZHUC-P-RF1.txt","ZH_U_C_07_P","07","ZH","U","Urban","C","ZH-C","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"08-ZHRF-P-LF1.txt","ZH_R_F_08_P","08","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Left","Forewing",1,1
"08-ZHRF-P-RF1.txt","ZH_R_F_08_P","08","ZH","R","Rural","F","ZH-F","ZH-Rural","P","Bombus pascuorum","Right","Forewing",1,1
"08-ZHUA-P-LF1_rep.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,2
"08-ZHUA-P-LF1.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
"08-ZHUA-P-LF2.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Left","Forewing",2,1
"08-ZHUA-P-RF1_rep.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,2
"08-ZHUA-P-RF1.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",1,1
"08-ZHUA-P-RF2.txt","ZH_U_A_08_P","08","ZH","U","Urban","A","ZH-A","ZH-Urban","P","Bombus pascuorum","Right","Forewing",2,1
"08-ZHUB-P-LF1.txt","ZH_U_B_08_P","08","ZH","U","Urban","B","ZH-B","ZH-Urban","P","Bombus pascuorum","Left","Forewing",1,1
